Product;Type;Month;Branch;Sales;Quantity;Visitors
Iced Americano;;01/01/25;Makkah-ZAIDI Fran;199.99995;23;2499
ADD CHOCOLATE d - .;;01/01/25;Makkah-ZAIDI Fran;38.26086;22;2499
Add Pistachio d - .;;01/01/25;Makkah-ZAIDI Fran;26.08695;15;2499
iced KarKade - L;;01/01/25;Makkah-ZAIDI Fran;83.47824;6;2499
Oreo Frappe;;01/01/25;Makkah-ZAIDI Fran;93.91302;9;2499
classic Mojito;;01/01/25;Makkah-ZAIDI Fran;56.52175;5;2499
iced caramel Mikatuo;;01/01/25;Makkah-ZAIDI Fran;44.34783;3;2499
Mini Pancake Cheese&Honey;;01/01/25;Makkah-ZAIDI Fran;36.52173;3;2499
caramel Add d - .;;01/01/25;Makkah-ZAIDI Fran;1.73913;1;2499
vanilla ICE CREAM add d;;01/01/25;Makkah-ZAIDI Fran;1.73913;1;2499
BlackCoffee-M;;01/01/25;Makkah-ZAIDI Fran;2126.08887;489;2499
Chocolate Mini Pancake;;01/01/25;Makkah-ZAIDI Fran;1935.65169;159;2499
Blue Huawei;;01/01/25;Makkah-ZAIDI Fran;33.91305;3;2499
iced Cascara;;01/01/25;Makkah-ZAIDI Fran;73.04346;6;2499
Add Lotus;;01/01/25;Makkah-ZAIDI Fran;24.34782;14;2499
Red Huawei;;01/01/25;Makkah-ZAIDI Fran;192.17395;17;2499
iced Spanish latte - L;;01/01/25;Makkah-ZAIDI Fran;69.5652;4;2499
Iced White Mocha - L;;01/01/25;Makkah-ZAIDI Fran;121.7391;7;2499
Cookies crispy;;01/01/25;Makkah-ZAIDI Fran;187.82604;12;2499
Macchiato Double;;01/01/25;Makkah-ZAIDI Fran;12.17391;1;2499
Iced Coffee latte;;01/01/25;Makkah-ZAIDI Fran;104.34784;8;2499
Box filter special coffee / clomibia;;01/01/25;Makkah-ZAIDI Fran;62.60868;4;2499
Mineral water 600ml;;01/01/25;Makkah-ZAIDI Fran;713.0433;410;2499
Croissant-Cheese;;01/01/25;Makkah-ZAIDI Fran;360.00014;46;2499
Black coffee XL;;01/01/25;Makkah-ZAIDI Fran;718.26128;118;2499
Flate white;;01/01/25;Makkah-ZAIDI Fran;438.26076;42;2499
Belgian Waffle;;01/01/25;Makkah-ZAIDI Fran;90.43476;13;2499
Affogato;;01/01/25;Makkah-ZAIDI Fran;413.91294;34;2499
Iced White Mocha;;01/01/25;Makkah-ZAIDI Fran;813.04355;55;2499
French Vanilla;;01/01/25;Makkah-ZAIDI Fran;109.56519;9;2499
Ice tea peach - L;;01/01/25;Makkah-ZAIDI Fran;60.86955;5;2499
1k Play Card;;01/01/25;Makkah-ZAIDI Fran;17.3913;1;2499
ADD Mojito Mix;;01/01/25;Makkah-ZAIDI Fran;0;5;2499
paper cup - 7OZ-2pcs;;01/01/25;Makkah-ZAIDI Fran;2.60871;3;2499
Mocha M;;01/01/25;Makkah-ZAIDI Fran;73.04346;6;2499
Black Huawei;;01/01/25;Makkah-ZAIDI Fran;169.56525;15;2499
paper cup - 16oz;;01/01/25;Makkah-ZAIDI Fran;0.86957;1;2499
cappuccino M;;01/01/25;Makkah-ZAIDI Fran;980.86932;94;2499
Hot Chocolate - M;;01/01/25;Makkah-ZAIDI Fran;886.95664;68;2499
Espresso - Single;;01/01/25;Makkah-ZAIDI Fran;208.6956;30;2499
cappuccino L;;01/01/25;Makkah-ZAIDI Fran;156.52176;12;2499
Saudi Coffee M;;01/01/25;Makkah-ZAIDI Fran;130.4349;30;2499
Crunchy;;01/01/25;Makkah-ZAIDI Fran;913.04325;105;2499
Extra shot Espreso;;01/01/25;Makkah-ZAIDI Fran;52.1739;30;2499
Steam Tea - L;;01/01/25;Makkah-ZAIDI Fran;52.17396;12;2499
Moroccan Tea - cup;;01/01/25;Makkah-ZAIDI Fran;56.52179;13;2499
كريمة;;01/01/25;Makkah-ZAIDI Fran;17.3913;10;2499
san sebastian Cheese Cake;;01/01/25;Makkah-ZAIDI Fran;406.95642;26;2499
coffee Latte L;;01/01/25;Makkah-ZAIDI Fran;65.2174;5;2499
White Mocha M;;01/01/25;Makkah-ZAIDI Fran;39.13044;3;2499
Caramel Latte;;01/01/25;Makkah-ZAIDI Fran;65.2174;5;2499
Thermos cup - 50%OFF - .;;01/01/25;Makkah-ZAIDI Fran;42.6087;1;2499
Iced V60 coffee;;01/01/25;Makkah-ZAIDI Fran;2114.78208;152;2499
Tea-steam M;;01/01/25;Makkah-ZAIDI Fran;388.6963;149;2499
iced Matcha;;01/01/25;Makkah-ZAIDI Fran;517.39135;35;2499
French coffee M;;01/01/25;Makkah-ZAIDI Fran;344.34796;44;2499
Iced Pistachio Latte;;01/01/25;Makkah-ZAIDI Fran;103.47827;7;2499
karak Tea With Milk;;01/01/25;Makkah-ZAIDI Fran;468.69592;77;2499
Iced Spanish Latte;;01/01/25;Makkah-ZAIDI Fran;606.08701;41;2499
Cold Brew 200gm;;01/01/25;Makkah-ZAIDI Fran;469.5651;27;2499
Chocolate sauce box;;01/01/25;Makkah-ZAIDI Fran;5.21739;1;2499
1k Turkish coffee 500G;;01/01/25;Makkah-ZAIDI Fran;26.08696;1;2499
Turkish Coffee - singl;;01/01/25;Makkah-ZAIDI Fran;500.86976;64;2499
Mojito strawberry;;01/01/25;Makkah-ZAIDI Fran;124.34785;11;2499
sahlab with nuts;;01/01/25;Makkah-ZAIDI Fran;417.3912;40;2499
Belgain choco Waffle;;01/01/25;Makkah-ZAIDI Fran;173.913;20;2499
Americano - L;;01/01/25;Makkah-ZAIDI Fran;26.08695;3;2499
Espresso - Double;;01/01/25;Makkah-ZAIDI Fran;365.2173;35;2499
Spanish Latte - M;;01/01/25;Makkah-ZAIDI Fran;194.78256;16;2499
Milk add;;01/01/25;Makkah-ZAIDI Fran;24.34782;14;2499
Mini Pancake ice cream;;01/01/25;Makkah-ZAIDI Fran;55.65216;4;2499
Iced French Vanilla;;01/01/25;Makkah-ZAIDI Fran;103.47827;7;2499
1k Pure Ceylon Tea -200G box;;01/01/25;Makkah-ZAIDI Fran;10.43478;1;2499
Black Coffee - L;;01/01/25;Makkah-ZAIDI Fran;1017.39105;195;2499
chocolate Cookies;;01/01/25;Makkah-ZAIDI Fran;250.43472;36;2499
Tea cup;;01/01/25;Makkah-ZAIDI Fran;100.00009;23;2499
Turkish Coffee - Double;;01/01/25;Makkah-ZAIDI Fran;440.00012;46;2499
Iced KarKade;;01/01/25;Makkah-ZAIDI Fran;448.69554;43;2499
green tea- cub;;01/01/25;Makkah-ZAIDI Fran;34.78264;8;2499
cortado;;01/01/25;Makkah-ZAIDI Fran;302.60862;29;2499
V60 coffee;;01/01/25;Makkah-ZAIDI Fran;401.73903;33;2499
Spanish Latte - L;;01/01/25;Makkah-ZAIDI Fran;31.30434;2;2499
Iced Tea Peach;;01/01/25;Makkah-ZAIDI Fran;125.21736;12;2499
Matcha Latte;;01/01/25;Makkah-ZAIDI Fran;55.65216;4;2499
Tiramisu Latte;;01/01/25;Makkah-ZAIDI Fran;52.17392;4;2499
1k ceramic mug with lid and spoon(Pink);;01/01/25;Makkah-ZAIDI Fran;0;0;2499
Granola;;01/01/25;Makkah-ZAIDI Fran;62.60868;6;2499
Lemon-Mint;;01/01/25;Makkah-ZAIDI Fran;13.04348;1;2499
Macchiato;;01/01/25;Makkah-ZAIDI Fran;292.17384;28;2499
Iced Mocha;;01/01/25;Makkah-ZAIDI Fran;353.04339;29;2499
Donut Double Chocolate;;01/01/25;Makkah-ZAIDI Fran;375.65208;54;2499
Add sauces mix;;01/01/25;Makkah-ZAIDI Fran;166.95648;48;2499
hazelnuts Add d - .;;01/01/25;Makkah-ZAIDI Fran;34.7826;20;2499
Croissant Plain;;01/01/25;Makkah-ZAIDI Fran;39.13045;5;2499
Box filter special coffee / Ethiobian;;01/01/25;Makkah-ZAIDI Fran;156.5217;10;2499
Blue Mojito;;01/01/25;Makkah-ZAIDI Fran;113.0435;10;2499
Americano M;;01/01/25;Makkah-ZAIDI Fran;90.43476;13;2499
American1k- 250gm - .;;01/01/25;Makkah-ZAIDI Fran;229.56516;12;2499
Frappuccino - caramel;;01/01/25;Makkah-ZAIDI Fran;133.91301;11;2499
saudi coffee L;;01/01/25;Makkah-ZAIDI Fran;23.47827;3;2499
Iced1kCoffee-Original;;01/01/25;kamisMshit Fran;4619.12928;664;2297
Iced Americano;;01/01/25;kamisMshit Fran;165.21735;19;2297
ADD CHOCOLATE d - .;;01/01/25;kamisMshit Fran;59.13042;34;2297
Cookies vanilla;;01/01/25;kamisMshit Fran;271.30428;39;2297
ChocoChees bites;;01/01/25;kamisMshit Fran;426.08685;49;2297
Choco Kunafa bites;;01/01/25;kamisMshit Fran;269.56515;31;2297
iced KarKade - L;;01/01/25;kamisMshit Fran;153.04344;11;2297
Coffee Latte M;;01/01/25;kamisMshit Fran;365.2173;35;2297
iced caramel Mikatuo;;01/01/25;kamisMshit Fran;133.04349;9;2297
paper cup - 8oz;;01/01/25;kamisMshit Fran;10.43484;12;2297
caramel Add d - .;;01/01/25;kamisMshit Fran;5.21739;3;2297
Today Coffee M;;01/01/25;kamisMshit Fran;0;0;2297
classic Mojito;;01/01/25;kamisMshit Fran;56.52175;5;2297
Mini Pancake Cheese&Honey;;01/01/25;kamisMshit Fran;24.34782;2;2297
choco Dream;;01/01/25;kamisMshit Fran;0;0;2297
Add Pistachio d - .;;01/01/25;kamisMshit Fran;3.47826;2;2297
muffin chocolate;;01/01/25;kamisMshit Fran;70.43481;9;2297
pudding;;01/01/25;kamisMshit Fran;12.17391;1;2297
BlackCoffee-M;;01/01/25;kamisMshit Fran;1956.5235;450;2297
Chocolate Mini Pancake;;01/01/25;kamisMshit Fran;1473.04311;121;2297
Macchiato Double;;01/01/25;kamisMshit Fran;12.17391;1;2297
Red Huawei;;01/01/25;kamisMshit Fran;56.52175;5;2297
Iced Coffee latte;;01/01/25;kamisMshit Fran;117.39132;9;2297
iced Spanish latte - L;;01/01/25;kamisMshit Fran;69.5652;4;2297
Saudi coffee Bag 500gm;;01/01/25;kamisMshit Fran;62.6087;2;2297
Box filter special coffee / clomibia;;01/01/25;kamisMshit Fran;46.95651;3;2297
Tea latte;;01/01/25;kamisMshit Fran;0;0;2297
saiphon ceylon tea;;01/01/25;kamisMshit Fran;0;0;2297
Iced White Mocha - L;;01/01/25;kamisMshit Fran;17.3913;1;2297
Add Lotus;;01/01/25;kamisMshit Fran;1.73913;1;2297
Blue Huawei;;01/01/25;kamisMshit Fran;33.91305;3;2297
Mineral water 600ml;;01/01/25;kamisMshit Fran;492.17379;283;2297
Flate white;;01/01/25;kamisMshit Fran;511.30422;49;2297
Black coffee XL;;01/01/25;kamisMshit Fran;973.9136;160;2297
Ice tea peach - L;;01/01/25;kamisMshit Fran;0;0;2297
Croissant-Cheese;;01/01/25;kamisMshit Fran;86.08699;11;2297
Black Huawei;;01/01/25;kamisMshit Fran;45.2174;4;2297
Iced White Mocha;;01/01/25;kamisMshit Fran;88.69566;6;2297
paper cup - 7OZ-2pcs;;01/01/25;kamisMshit Fran;1.73914;2;2297
Belgian Waffle;;01/01/25;kamisMshit Fran;13.91304;2;2297
Mocha M;;01/01/25;kamisMshit Fran;97.39128;8;2297
paper cup - 16oz;;01/01/25;kamisMshit Fran;0.86957;1;2297
ADD Mojito Mix;;01/01/25;kamisMshit Fran;0;3;2297
French Vanilla;;01/01/25;kamisMshit Fran;48.69564;4;2297
1k Play Card;;01/01/25;kamisMshit Fran;52.1739;3;2297
san sebastian Cheese Cake;;01/01/25;kamisMshit Fran;673.04331;43;2297
Espresso - Single;;01/01/25;kamisMshit Fran;313.0434;45;2297
Hot Chocolate - M;;01/01/25;kamisMshit Fran;808.69576;62;2297
Extra shot Espreso;;01/01/25;kamisMshit Fran;29.56521;17;2297
Crunchy;;01/01/25;kamisMshit Fran;599.99985;69;2297
cappuccino M;;01/01/25;kamisMshit Fran;991.3041;95;2297
White Mocha M;;01/01/25;kamisMshit Fran;26.08696;2;2297
Caramel Latte;;01/01/25;kamisMshit Fran;26.08696;2;2297
cappuccino L;;01/01/25;kamisMshit Fran;117.39132;9;2297
Saudi Coffee M;;01/01/25;kamisMshit Fran;69.56528;16;2297
Steam Tea - L;;01/01/25;kamisMshit Fran;39.13047;9;2297
coffee Latte L;;01/01/25;kamisMshit Fran;78.26088;6;2297
Moroccan Tea - cup;;01/01/25;kamisMshit Fran;4.34783;1;2297
Iced Pistachio Latte;;01/01/25;kamisMshit Fran;147.8261;10;2297
Iced V60 coffee;;01/01/25;kamisMshit Fran;1391.304;100;2297
Tea-steam M;;01/01/25;kamisMshit Fran;208.696;80;2297
Cold Brew 200gm;;01/01/25;kamisMshit Fran;713.0433;41;2297
karak Tea With Milk;;01/01/25;kamisMshit Fran;225.21752;37;2297
Iced Spanish Latte;;01/01/25;kamisMshit Fran;665.21745;45;2297
iced Matcha;;01/01/25;kamisMshit Fran;325.21742;22;2297
1k Box - S;;01/01/25;kamisMshit Fran;104.34783;3;2297
French coffee M;;01/01/25;kamisMshit Fran;109.56526;14;2297
1k ceramic mug with wooden lid and spoon;;01/01/25;kamisMshit Fran;0;0;2297
juice cup - .;;01/01/25;kamisMshit Fran;2.60871;3;2297
Sprinkles Mini Pancake;;01/01/25;kamisMshit Fran;0;0;2297
Mojito strawberry;;01/01/25;kamisMshit Fran;113.0435;10;2297
sahlab with nuts;;01/01/25;kamisMshit Fran;386.08686;37;2297
Spanish Latte - M;;01/01/25;kamisMshit Fran;486.9564;40;2297
Belgain choco Waffle;;01/01/25;kamisMshit Fran;156.5217;18;2297
Espresso - Double;;01/01/25;kamisMshit Fran;730.4346;70;2297
Milk add;;01/01/25;kamisMshit Fran;3.47826;2;2297
Turkish Coffee - singl;;01/01/25;kamisMshit Fran;31.30436;4;2297
Americano - L;;01/01/25;kamisMshit Fran;34.7826;4;2297
ICED Chemex;;01/01/25;kamisMshit Fran;0;0;2297
party Donut;;01/01/25;kamisMshit Fran;0;0;2297
Amricamo -XL;;01/01/25;kamisMshit Fran;10.43478;1;2297
chocolate cerpe;;01/01/25;kamisMshit Fran;0;0;2297
Black Coffee - L;;01/01/25;kamisMshit Fran;1210.43448;232;2297
Tiramisu Latte;;01/01/25;kamisMshit Fran;547.82616;42;2297
chocolate Cookies;;01/01/25;kamisMshit Fran;264.34776;38;2297
cortado;;01/01/25;kamisMshit Fran;104.3478;10;2297
Spanish Latte - L;;01/01/25;kamisMshit Fran;140.86953;9;2297
Iced KarKade;;01/01/25;kamisMshit Fran;500.86944;48;2297
Iced Tea Peach;;01/01/25;kamisMshit Fran;156.5217;15;2297
Tea cup;;01/01/25;kamisMshit Fran;117.39141;27;2297
V60 coffee;;01/01/25;kamisMshit Fran;450.43467;37;2297
Turkish Coffee - Double;;01/01/25;kamisMshit Fran;57.39132;6;2297
Vanilla Add;;01/01/25;kamisMshit Fran;8.69565;5;2297
1k Box L;;01/01/25;kamisMshit Fran;217.3913;5;2297
Granola;;01/01/25;kamisMshit Fran;52.1739;5;2297
Matcha Latte;;01/01/25;kamisMshit Fran;13.91304;1;2297
Mini Waffle;;01/01/25;kamisMshit Fran;0;0;2297
Orange;;01/01/25;kamisMshit Fran;0;21;2297
Add sauces mix;;01/01/25;kamisMshit Fran;139.1304;40;2297
Frappuccino - caramel;;01/01/25;kamisMshit Fran;60.86955;5;2297
American1k- 250gm - .;;01/01/25;kamisMshit Fran;248.69559;13;2297
Iced Mocha;;01/01/25;kamisMshit Fran;97.39128;8;2297
Blue Mojito;;01/01/25;kamisMshit Fran;90.4348;8;2297
Donut Double Chocolate;;01/01/25;kamisMshit Fran;69.5652;10;2297
hazelnuts Add d - .;;01/01/25;kamisMshit Fran;22.60869;13;2297
Americano M;;01/01/25;kamisMshit Fran;41.73912;6;2297
Orange juice;;01/01/25;kamisMshit Fran;13.04348;1;2297
Box filter special coffee / Ethiobian;;01/01/25;kamisMshit Fran;46.95651;3;2297
Croissant Plain;;01/01/25;kamisMshit Fran;23.47827;3;2297
Macchiato;;01/01/25;kamisMshit Fran;10.43478;1;2297
ChocoChees bites;;01/01/25;Arrisa -Fran;1026.0867;118;5411
Iced1kCoffee-Original;;01/01/25;Arrisa -Fran;5718.25944;822;5411
Coffee Latte M;;01/01/25;Arrisa -Fran;751.30416;72;5411
Cookies vanilla;;01/01/25;Arrisa -Fran;403.47816;58;5411
ADD CHOCOLATE d - .;;01/01/25;Arrisa -Fran;114.78258;66;5411
iced caramel Mikatuo;;01/01/25;Arrisa -Fran;147.8261;10;5411
pudding;;01/01/25;Arrisa -Fran;1034.78235;85;5411
Today Coffee M;;01/01/25;Arrisa -Fran;833.91352;137;5411
iced KarKade - L;;01/01/25;Arrisa -Fran;445.21728;32;5411
Iced Americano;;01/01/25;Arrisa -Fran;391.30425;45;5411
1k Green Tea - 40GM Box;;01/01/25;Arrisa -Fran;31.30434;3;5411
Add Pistachio d - .;;01/01/25;Arrisa -Fran;27.82608;16;5411
Oreo Frappe;;01/01/25;Arrisa -Fran;52.1739;5;5411
Mini Pancake Cheese&Honey;;01/01/25;Arrisa -Fran;1095.6519;90;5411
muffin chocolate;;01/01/25;Arrisa -Fran;78.2609;10;5411
vanilla ICE CREAM add d;;01/01/25;Arrisa -Fran;10.43478;6;5411
paper cup - 8oz;;01/01/25;Arrisa -Fran;5.21742;6;5411
classic Mojito;;01/01/25;Arrisa -Fran;113.0435;10;5411
caramel Add d - .;;01/01/25;Arrisa -Fran;19.13043;11;5411
Choco Kunafa bites;;01/01/25;Arrisa -Fran;8.69565;1;5411
Today Coffee cold L;;01/01/25;Arrisa -Fran;2886.9558;415;5411
BlackCoffee-M;;01/01/25;Arrisa -Fran;6547.83198;1506;5411
Cookies crispy;;01/01/25;Arrisa -Fran;2206.95597;141;5411
Chocolate Mini Pancake;;01/01/25;Arrisa -Fran;4674.78144;384;5411
Iced Coffee latte;;01/01/25;Arrisa -Fran;247.82612;19;5411
iced Cascara;;01/01/25;Arrisa -Fran;48.69564;4;5411
Box filter special coffee / clomibia;;01/01/25;Arrisa -Fran;125.21736;8;5411
Red Huawei;;01/01/25;Arrisa -Fran;22.6087;2;5411
iced today coffee R;;01/01/25;Arrisa -Fran;7.82609;1;5411
iced Spanish latte - L;;01/01/25;Arrisa -Fran;86.9565;5;5411
saiphon ceylon tea;;01/01/25;Arrisa -Fran;0;0;5411
Tea latte;;01/01/25;Arrisa -Fran;0;0;5411
Add Lotus;;01/01/25;Arrisa -Fran;3.47826;2;5411
Macchiato Double;;01/01/25;Arrisa -Fran;36.52173;3;5411
Iced White Mocha - L;;01/01/25;Arrisa -Fran;34.7826;2;5411
xl saudi coffee;;01/01/25;Arrisa -Fran;0;0;5411
Blue Huawei;;01/01/25;Arrisa -Fran;0;0;5411
Black coffee XL;;01/01/25;Arrisa -Fran;1558.26176;256;5411
Mineral water 600ml;;01/01/25;Arrisa -Fran;728.69547;419;5411
Black Huawei;;01/01/25;Arrisa -Fran;56.52175;5;5411
Croissant-Cheese;;01/01/25;Arrisa -Fran;344.34796;44;5411
French Vanilla;;01/01/25;Arrisa -Fran;158.26083;13;5411
Belgian Waffle;;01/01/25;Arrisa -Fran;90.43476;13;5411
Waffle chocolate;;01/01/25;Arrisa -Fran;0;0;5411
Flate white;;01/01/25;Arrisa -Fran;615.65202;59;5411
Affogato;;01/01/25;Arrisa -Fran;523.47813;43;5411
Mocha M;;01/01/25;Arrisa -Fran;146.08692;12;5411
ADD Mojito Mix;;01/01/25;Arrisa -Fran;0;8;5411
1k Play Card;;01/01/25;Arrisa -Fran;86.9565;5;5411
Iced White Mocha;;01/01/25;Arrisa -Fran;473.04352;32;5411
paper cup - 7OZ-2pcs;;01/01/25;Arrisa -Fran;3.47828;4;5411
1k Espresso 250G;;01/01/25;Arrisa -Fran;0;0;5411
1k Black Tea - 40GM Box;;01/01/25;Arrisa -Fran;0;0;5411
Ice tea peach - L;;01/01/25;Arrisa -Fran;0;0;5411
paper cup - 16oz;;01/01/25;Arrisa -Fran;0.86957;1;5411
Extra shot Espreso;;01/01/25;Arrisa -Fran;215.65212;124;5411
san sebastian Cheese Cake;;01/01/25;Arrisa -Fran;1220.86926;78;5411
Today Coffee cold M;;01/01/25;Arrisa -Fran;809.56568;133;5411
cappuccino M;;01/01/25;Arrisa -Fran;2316.52116;222;5411
coffee Latte L;;01/01/25;Arrisa -Fran;117.39132;9;5411
cappuccino L;;01/01/25;Arrisa -Fran;547.82616;42;5411
Today Coffee L;;01/01/25;Arrisa -Fran;869.565;125;5411
Hot Chocolate - M;;01/01/25;Arrisa -Fran;3078.26128;236;5411
Espresso - Single;;01/01/25;Arrisa -Fran;799.9998;115;5411
Crunchy;;01/01/25;Arrisa -Fran;1147.8258;132;5411
Caramel Latte;;01/01/25;Arrisa -Fran;156.52176;12;5411
Steam Tea - L;;01/01/25;Arrisa -Fran;39.13047;9;5411
Moroccan Tea - cup;;01/01/25;Arrisa -Fran;8.69566;2;5411
White Mocha M;;01/01/25;Arrisa -Fran;39.13044;3;5411
كريمة;;01/01/25;Arrisa -Fran;3.47826;2;5411
Thermos cup - 50%OFF - .;;01/01/25;Arrisa -Fran;42.6087;1;5411
Cold Brew 200gm;;01/01/25;Arrisa -Fran;1182.6084;68;5411
Iced V60 coffee;;01/01/25;Arrisa -Fran;4772.17272;343;5411
Tea-steam M;;01/01/25;Arrisa -Fran;193.0438;74;5411
French coffee M;;01/01/25;Arrisa -Fran;485.21758;62;5411
Iced Spanish Latte;;01/01/25;Arrisa -Fran;1522.60883;103;5411
karak Tea With Milk;;01/01/25;Arrisa -Fran;200.86968;33;5411
Chemex;;01/01/25;Arrisa -Fran;36.52173;3;5411
1k Box - S;;01/01/25;Arrisa -Fran;382.60871;11;5411
juice cup - .;;01/01/25;Arrisa -Fran;16.52183;19;5411
iced Matcha;;01/01/25;Arrisa -Fran;458.26091;31;5411
Sprinkles Mini Pancake;;01/01/25;Arrisa -Fran;0;0;5411
Iced Pistachio Latte;;01/01/25;Arrisa -Fran;88.69566;6;5411
Spanish Latte - M;;01/01/25;Arrisa -Fran;1132.17363;93;5411
Belgain choco Waffle;;01/01/25;Arrisa -Fran;417.3912;48;5411
Espresso - Double;;01/01/25;Arrisa -Fran;1106.08668;106;5411
Turkish Coffee - singl;;01/01/25;Arrisa -Fran;172.17398;22;5411
Milk add;;01/01/25;Arrisa -Fran;19.13043;11;5411
Amricamo -XL;;01/01/25;Arrisa -Fran;0;0;5411
Americano - L;;01/01/25;Arrisa -Fran;34.7826;4;5411
sahlab with nuts;;01/01/25;Arrisa -Fran;313.0434;30;5411
Mojito strawberry;;01/01/25;Arrisa -Fran;214.78265;19;5411
Mini Pancake ice cream;;01/01/25;Arrisa -Fran;13.91304;1;5411
party Donut;;01/01/25;Arrisa -Fran;6.95652;1;5411
ICED Chemex;;01/01/25;Arrisa -Fran;41.73912;3;5411
Iced French Vanilla;;01/01/25;Arrisa -Fran;59.13044;4;5411
1k Pure Ceylon Tea -200G box;;01/01/25;Arrisa -Fran;31.30434;3;5411
Ethiopia Hambela specialty coffee 250 grams;;01/01/25;Arrisa -Fran;0;0;5411
chocolate cerpe;;01/01/25;Arrisa -Fran;0;0;5411
KALITA;;01/01/25;Arrisa -Fran;0;0;5411
V60 coffee;;01/01/25;Arrisa -Fran;1606.95612;132;5411
Iced KarKade;;01/01/25;Arrisa -Fran;1346.08662;129;5411
Black Coffee - L;;01/01/25;Arrisa -Fran;3015.65142;578;5411
cortado;;01/01/25;Arrisa -Fran;521.739;50;5411
Tea cup;;01/01/25;Arrisa -Fran;43.4783;10;5411
Spanish Latte - L;;01/01/25;Arrisa -Fran;313.0434;20;5411
chocolate Cookies;;01/01/25;Arrisa -Fran;382.6086;55;5411
Turkish Coffee - Double;;01/01/25;Arrisa -Fran;162.60874;17;5411
green tea- cub;;01/01/25;Arrisa -Fran;30.43481;7;5411
Granola;;01/01/25;Arrisa -Fran;344.34774;33;5411
1k Box L;;01/01/25;Arrisa -Fran;521.73912;12;5411
Tiramisu Latte;;01/01/25;Arrisa -Fran;247.82612;19;5411
Iced Tea Peach;;01/01/25;Arrisa -Fran;229.56516;22;5411
Lemon-Mint;;01/01/25;Arrisa -Fran;39.13044;3;5411
Mini Waffle;;01/01/25;Arrisa -Fran;0;0;5411
Matcha Latte;;01/01/25;Arrisa -Fran;41.73912;3;5411
American1k- 250gm - .;;01/01/25;Arrisa -Fran;1166.95623;61;5411
Add sauces mix;;01/01/25;Arrisa -Fran;267.82602;77;5411
Americano M;;01/01/25;Arrisa -Fran;243.4782;35;5411
Donut Double Chocolate;;01/01/25;Arrisa -Fran;313.0434;45;5411
Blue Mojito;;01/01/25;Arrisa -Fran;316.5218;28;5411
hazelnuts Add d - .;;01/01/25;Arrisa -Fran;99.13041;57;5411
Iced Mocha;;01/01/25;Arrisa -Fran;365.2173;30;5411
Box filter special coffee / Ethiobian;;01/01/25;Arrisa -Fran;375.65208;24;5411
Croissant Plain;;01/01/25;Arrisa -Fran;86.08699;11;5411
Orange juice;;01/01/25;Arrisa -Fran;104.34784;8;5411
Today Coffee;;01/01/25;Arrisa -Fran;0;0;5411
Frappuccino - caramel;;01/01/25;Arrisa -Fran;121.7391;10;5411
Macchiato;;01/01/25;Arrisa -Fran;114.78258;11;5411
saudi coffee L;;01/01/25;Arrisa -Fran;0;0;5411
Cookies vanilla;;01/01/25;HAFERAL-BATEN Fran;180.86952;26;1185
ChocoChees bites;;01/01/25;HAFERAL-BATEN Fran;408.69555;47;1185
Iced1kCoffee-Original;;01/01/25;HAFERAL-BATEN Fran;306.08688;44;1185
Coffee Latte M;;01/01/25;HAFERAL-BATEN Fran;320.86969;41;1185
paper cup - 8oz;;01/01/25;HAFERAL-BATEN Fran;2.60871;3;1185
Add Pistachio d - .;;01/01/25;HAFERAL-BATEN Fran;3.47826;2;1185
iced caramel Mikatuo;;01/01/25;HAFERAL-BATEN Fran;26.31304;2;1185
muffin chocolate;;01/01/25;HAFERAL-BATEN Fran;7.82609;1;1185
Iced Americano;;01/01/25;HAFERAL-BATEN Fran;78.26085;9;1185
iced KarKade - L;;01/01/25;HAFERAL-BATEN Fran;13.91304;1;1185
Choco Kunafa bites;;01/01/25;HAFERAL-BATEN Fran;43.47825;5;1185
caramel Add d - .;;01/01/25;HAFERAL-BATEN Fran;6.95652;4;1185
classic Mojito;;01/01/25;HAFERAL-BATEN Fran;11.30435;1;1185
Mini Pancake Cheese&Honey;;01/01/25;HAFERAL-BATEN Fran;60.86955;5;1185
Fuchsine Crepe;;01/01/25;HAFERAL-BATEN Fran;0;0;1185
vanilla ICE CREAM add d;;01/01/25;HAFERAL-BATEN Fran;3.47826;2;1185
Today Coffee M;;01/01/25;HAFERAL-BATEN Fran;6.08696;1;1185
BlackCoffee-M;;01/01/25;HAFERAL-BATEN Fran;582.60922;134;1185
Chocolate Mini Pancake;;01/01/25;HAFERAL-BATEN Fran;1059.13017;87;1185
Cookies crispy;;01/01/25;HAFERAL-BATEN Fran;156.5217;10;1185
Red Huawei;;01/01/25;HAFERAL-BATEN Fran;56.52175;5;1185
Add Lotus;;01/01/25;HAFERAL-BATEN Fran;1.73913;1;1185
Tea latte;;01/01/25;HAFERAL-BATEN Fran;0;0;1185
Iced Coffee latte;;01/01/25;HAFERAL-BATEN Fran;26.08696;2;1185
Today Coffee cold L;;01/01/25;HAFERAL-BATEN Fran;6.95652;1;1185
Mineral water 600ml;;01/01/25;HAFERAL-BATEN Fran;260.00133;289;1185
Mocha M;;01/01/25;HAFERAL-BATEN Fran;87.6522;12;1185
Flate white;;01/01/25;HAFERAL-BATEN Fran;203.47834;26;1185
Black coffee XL;;01/01/25;HAFERAL-BATEN Fran;127.82616;21;1185
