Product;Type;Month;Branch;Sales;Quantity;Visitors
Matt mug *;;01/09/25;Arrisa -Fran;26.08696;1;9010
1k Green Tea - 40GM Box;;01/09/25;Arrisa -Fran;20.86956;2;9010
caramel Add d - .;;01/09/25;Arrisa -Fran;13.91304;8;9010
* Macchiato Double;;01/09/25;Arrisa -Fran;29.56522;2;9010
pudding;;01/09/25;Arrisa -Fran;1911.30387;157;9010
vanilla ICE CREAM add d;;01/09/25;Arrisa -Fran;22.60869;13;9010
muffin chocolate;;01/09/25;Arrisa -Fran;180.00007;23;9010
* French coffee M;;01/09/25;Arrisa -Fran;47.8261;5;9010
* Espresso - Double;;01/09/25;Arrisa -Fran;13.04348;1;9010
paper cup - 8oz;;01/09/25;Arrisa -Fran;0.86957;1;9010
BlackCoffee-M;;01/09/25;Arrisa -Fran;6265.22349;1533;9010
Today Coffee cold L;;01/09/25;Arrisa -Fran;7561.73724;1087;9010
Chocolate Mini Pancake;;01/09/25;Arrisa -Fran;5165.21808;396;9010
* Today Coffee L;;01/09/25;Arrisa -Fran;8.69565;1;9010
Cookies crispy;;01/09/25;Arrisa -Fran;1674.78219;107;9010
iced Spanish latte - L;;01/09/25;Arrisa -Fran;560;28;9010
saiphon ceylon tea;;01/09/25;Arrisa -Fran;0;0;9010
Macchiato Double;;01/09/25;Arrisa -Fran;36.52173;3;9010
Iced Coffee latte;;01/09/25;Arrisa -Fran;495.65224;38;9010
BreakFast miniPan Cake+ ice v60;;01/09/25;Arrisa -Fran;52.17392;2;9010
* Iced black Coffee;;01/09/25;Arrisa -Fran;130.43475;15;9010
* sahlab with nuts;;01/09/25;Arrisa -Fran;26.08696;2;9010
Red Huawei;;01/09/25;Arrisa -Fran;79.13045;7;9010
Add Lotus;;01/09/25;Arrisa -Fran;10.43478;6;9010
Box filter special coffee / clomibia;;01/09/25;Arrisa -Fran;43.47826;2;9010
* Box filter special coffee / Ethiobian 75G;;01/09/25;Arrisa -Fran;0;0;9010
* V60 coffee;;01/09/25;Arrisa -Fran;29.56522;2;9010
Affogato;;01/09/25;Arrisa -Fran;1765.21695;145;9010
Croissant-Cheese;;01/09/25;Arrisa -Fran;320.86969;41;9010
Black coffee XL;;01/09/25;Arrisa -Fran;1144.34848;188;9010
Mineral water 600ml;;01/09/25;Arrisa -Fran;1467.82572;844;9010
Black Huawei;;01/09/25;Arrisa -Fran;11.30435;1;9010
Flate white;;01/09/25;Arrisa -Fran;772.17372;74;9010
paper cup - 7OZ-2pcs;;01/09/25;Arrisa -Fran;22.60882;26;9010
1k Play Card;;01/09/25;Arrisa -Fran;121.7391;7;9010
* Black Coffee - L;;01/09/25;Arrisa -Fran;118.26084;17;9010
Original coffee bag 250G;;01/09/25;Arrisa -Fran;746.08677;39;9010
* Crunchy;;01/09/25;Arrisa -Fran;158.2609;14;9010
* Coffee Latte M;;01/09/25;Arrisa -Fran;26.08696;2;9010
Chocolate Cake*;;01/09/25;Arrisa -Fran;57.39129;3;9010
* Iced Coffee latte;;01/09/25;Arrisa -Fran;31.30434;2;9010
Waffle chocolate;;01/09/25;Arrisa -Fran;260;13;9010
paper cup - 16oz;;01/09/25;Arrisa -Fran;5.21742;6;9010
* Iced White Mocha;;01/09/25;Arrisa -Fran;36.52174;2;9010
ADD Mojito Mix;;01/09/25;Arrisa -Fran;0;2;9010
Iced White Mocha;;01/09/25;Arrisa -Fran;443.4783;30;9010
* Iced Tea Peach;;01/09/25;Arrisa -Fran;14.78261;1;9010
Today Coffee cold M;;01/09/25;Arrisa -Fran;5995.6556;985;9010
san sebastian Cheese Cake;;01/09/25;Arrisa -Fran;2473.04286;158;9010
cappuccino M;;01/09/25;Arrisa -Fran;2566.95588;246;9010
Crunchy;;01/09/25;Arrisa -Fran;1272.17426;133;9010
Espresso - Single;;01/09/25;Arrisa -Fran;1347.82575;155;9010
Extra shot Espreso;;01/09/25;Arrisa -Fran;396.52164;228;9010
Steam Tea - L;;01/09/25;Arrisa -Fran;26.08698;6;9010
Hot Chocolate - M;;01/09/25;Arrisa -Fran;326.087;25;9010
Brewed Coffee 200ml;;01/09/25;Arrisa -Fran;3580.86938;142;9010
* Affogato;;01/09/25;Arrisa -Fran;59.13044;4;9010
cappuccino L;;01/09/25;Arrisa -Fran;326.087;25;9010
Today Coffee L;;01/09/25;Arrisa -Fran;153.04344;22;9010
* ChocoChees bites;;01/09/25;Arrisa -Fran;79.13045;7;9010
كريمة;;01/09/25;Arrisa -Fran;10.43478;6;9010
* Blue Mojito;;01/09/25;Arrisa -Fran;125.21736;9;9010
* Frappuccino caramel;;01/09/25;Arrisa -Fran;133.04349;9;9010
coffee Latte L;;01/09/25;Arrisa -Fran;195.6522;15;9010
Brewed Coffee 750ml;;01/09/25;Arrisa -Fran;1096.52179;13;9010
* Iced Americano;;01/09/25;Arrisa -Fran;13.04348;1;9010
iced Matcha;;01/09/25;Arrisa -Fran;2158.26106;146;9010
Tea-steam M;;01/09/25;Arrisa -Fran;250.4352;96;9010
Iced Spanish Latte;;01/09/25;Arrisa -Fran;3592.17423;243;9010
Iced V60 coffee;;01/09/25;Arrisa -Fran;7276.51992;523;9010
* Cookies crispy;;01/09/25;Arrisa -Fran;669.56505;35;9010
Cold Brew 200gm;;01/09/25;Arrisa -Fran;2939.1297;169;9010
* Iced Spanish Latte;;01/09/25;Arrisa -Fran;255.65218;14;9010
Iced Pistachio Latte;;01/09/25;Arrisa -Fran;251.30437;17;9010
French coffee M;;01/09/25;Arrisa -Fran;555.65239;71;9010
* san sebastian;;01/09/25;Arrisa -Fran;439.99989;23;9010
* Mini Pancake Chocolate;;01/09/25;Arrisa -Fran;1064.34756;68;9010
1k Box - S;;01/09/25;Arrisa -Fran;579.99997;23;9010
juice cup - .;;01/09/25;Arrisa -Fran;14.78269;17;9010
50ml Brewed Coffee cup *;;01/09/25;Arrisa -Fran;10.43478;1;9010
* Iced KarKade;;01/09/25;Arrisa -Fran;234.78264;18;9010
* chocolate Cookies;;01/09/25;Arrisa -Fran;60.86955;7;9010
1k Mug matt;;01/09/25;Arrisa -Fran;413.04347;19;9010
karak Tea With Milk;;01/09/25;Arrisa -Fran;243.4784;40;9010
* Iced Mocha;;01/09/25;Arrisa -Fran;29.56522;2;9010
* Today Coffee L;;01/09/25;Arrisa -Fran;417.3912;48;9010
Chocolate Cake;;01/09/25;Arrisa -Fran;391.30425;25;9010
* 1k Box - L;;01/09/25;Arrisa -Fran;146.08695;3;9010
Chemex;;01/09/25;Arrisa -Fran;0;0;9010
Espresso - Double;;01/09/25;Arrisa -Fran;1627.82568;156;9010
Spanish Latte - M;;01/09/25;Arrisa -Fran;1229.56491;101;9010
* Mini Waffle;;01/09/25;Arrisa -Fran;203.47821;13;9010
Mojito strawberry;;01/09/25;Arrisa -Fran;463.47835;41;9010
Turkish Coffee - singl;;01/09/25;Arrisa -Fran;305.21751;39;9010
sahlab with nuts;;01/09/25;Arrisa -Fran;41.73912;4;9010
* 1k Black Tea - 40GM Box;;01/09/25;Arrisa -Fran;0;0;9010
* Mojito strawberry;;01/09/25;Arrisa -Fran;125.21736;9;9010
* Cookies vanilla;;01/09/25;Arrisa -Fran;34.7826;4;9010
Milk add;;01/09/25;Arrisa -Fran;8.69565;5;9010
Americano - L;;01/09/25;Arrisa -Fran;41.73912;4;9010
* 1k Box - S;;01/09/25;Arrisa -Fran;114.7826;4;9010
chocolate cerpe;;01/09/25;Arrisa -Fran;0;0;9010
* Waffle chocolate;;01/09/25;Arrisa -Fran;219.13047;9;9010
1k Pure Ceylon Tea -200G box;;01/09/25;Arrisa -Fran;20.86956;2;9010
ICED Chemex;;01/09/25;Arrisa -Fran;13.91304;1;9010
Iced KarKade;;01/09/25;Arrisa -Fran;3067.82532;294;9010
Granola;;01/09/25;Arrisa -Fran;401.73903;33;9010
Black Coffee - L;;01/09/25;Arrisa -Fran;3146.08617;603;9010
* Iced V60 coffee;;01/09/25;Arrisa -Fran;462.60872;28;9010
Tea cup;;01/09/25;Arrisa -Fran;26.08698;6;9010
cortado;;01/09/25;Arrisa -Fran;615.65202;59;9010
Iced Tea Peach;;01/09/25;Arrisa -Fran;559.99986;46;9010
V60 coffee;;01/09/25;Arrisa -Fran;766.95633;63;9010
1k Mug glossy;;01/09/25;Arrisa -Fran;304.34782;14;9010
Turkish Coffee - Double;;01/09/25;Arrisa -Fran;38.26088;4;9010
chocolate Cookies;;01/09/25;Arrisa -Fran;424.34772;61;9010
1k Box L;;01/09/25;Arrisa -Fran;852.174;20;9010
iced Matcha *;;01/09/25;Arrisa -Fran;474.78262;26;9010
green tea- cub;;01/09/25;Arrisa -Fran;113.04358;26;9010
* 200ml Brewed Coffee;;01/09/25;Arrisa -Fran;59.13044;2;9010
* muffin chocolate;;01/09/25;Arrisa -Fran;57.39132;6;9010
Spanish Latte - L;;01/09/25;Arrisa -Fran;78.26085;5;9010
Vanilla Add;;01/09/25;Arrisa -Fran;5.21739;3;9010
Matcha Latte;;01/09/25;Arrisa -Fran;13.91304;1;9010
Mini Waffle;;01/09/25;Arrisa -Fran;1434.7828;110;9010
* pudding;;01/09/25;Arrisa -Fran;901.73921;61;9010
Lemon-Mint;;01/09/25;Arrisa -Fran;39.13044;3;9010
* Black Huawei;;01/09/25;Arrisa -Fran;13.91304;1;9010
* Original coffee bag 250G;;01/09/25;Arrisa -Fran;93.91304;4;9010
Blue Mojito;;01/09/25;Arrisa -Fran;531.30445;47;9010
American1k- 250gm - .;;01/09/25;Arrisa -Fran;707.82591;37;9010
Iced Mocha;;01/09/25;Arrisa -Fran;547.82595;45;9010
Frappuccino - caramel;;01/09/25;Arrisa -Fran;633.04332;52;9010
Macchiato;;01/09/25;Arrisa -Fran;187.82604;18;9010
Add sauces mix;;01/09/25;Arrisa -Fran;97.39128;28;9010
Americano M;;01/09/25;Arrisa -Fran;93.91308;12;9010
hazelnuts Add d - .;;01/09/25;Arrisa -Fran;39.99999;23;9010
Mug glossy *;;01/09/25;Arrisa -Fran;52.17392;2;9010
* Turkish Coffee - Double;;01/09/25;Arrisa -Fran;79.13045;7;9010
Croissant Plain;;01/09/25;Arrisa -Fran;46.95654;6;9010
* Granola;;01/09/25;Arrisa -Fran;14.78261;1;9010
Box filter special coffee / Ethiobian;;01/09/25;Arrisa -Fran;86.95652;4;9010
Colombia Blackberry Coffee Cup;;01/09/25;Arrisa -Fran;0;0;9010
BreakFast miniPan Cake+v60 Hot;;01/09/25;Arrisa -Fran;0;0;9010
Brewed Coffee cup 50ml;;01/09/25;Arrisa -Fran;1313.04315;151;9010
* Spanish Latte - M;;01/09/25;Arrisa -Fran;44.34783;3;9010
saudi coffee L;;01/09/25;Arrisa -Fran;0;0;9010
* Iced Pistachio Latte;;01/09/25;Arrisa -Fran;18.26087;1;9010
* Oreo Frappe;;01/09/25;Arrisa -Fran;14.78261;1;9010
* Red Huawei;;01/09/25;Arrisa -Fran;27.82608;2;9010
Karak Tea;;01/09/25;Arrisa -Fran;6.95652;1;9010
* Blue Huawei;;01/09/25;Arrisa -Fran;0;0;9010
Iced1kCoffee-Original;;01/09/25;HAFERAL-BATEN Fran;709.56508;109;906
Cookies vanilla;;01/09/25;HAFERAL-BATEN Fran;125.21736;18;906
Iced Americano;;01/09/25;HAFERAL-BATEN Fran;83.47824;8;906
Coffee Latte M;;01/09/25;HAFERAL-BATEN Fran;62.60868;6;906
ChocoChees bites;;01/09/25;HAFERAL-BATEN Fran;172.17396;18;906
paper cup - 8oz;;01/09/25;HAFERAL-BATEN Fran;6.08699;7;906
ADD CHOCOLATE d - .;;01/09/25;HAFERAL-BATEN Fran;20.86956;12;906
Today Coffee M;;01/09/25;HAFERAL-BATEN Fran;18.26088;3;906
Add Pistachio d - .;;01/09/25;HAFERAL-BATEN Fran;3.47826;2;906
classic Mojito;;01/09/25;HAFERAL-BATEN Fran;22.6087;2;906
Mini Pancake Cheese&Honey;;01/09/25;HAFERAL-BATEN Fran;26.08696;2;906
BlackCoffee-M;;01/09/25;HAFERAL-BATEN Fran;511.30482;120;906
Chocolate Mini Pancake;;01/09/25;HAFERAL-BATEN Fran;821.73924;63;906
Red Huawei;;01/09/25;HAFERAL-BATEN Fran;214.78265;19;906
Iced Coffee latte;;01/09/25;HAFERAL-BATEN Fran;26.08696;2;906
Cookies crispy;;01/09/25;HAFERAL-BATEN Fran;234.78255;15;906
Blue Huawei;;01/09/25;HAFERAL-BATEN Fran;146.95655;13;906
Today Coffee cold L;;01/09/25;HAFERAL-BATEN Fran;20.86956;3;906
* Iced black Coffee;;01/09/25;HAFERAL-BATEN Fran;17.3913;2;906
saiphon ceylon tea;;01/09/25;HAFERAL-BATEN Fran;0;0;906
Mineral water 600ml;;01/09/25;HAFERAL-BATEN Fran;408.69555;235;906
ADD Mojito Mix;;01/09/25;HAFERAL-BATEN Fran;0;61;906
Black coffee XL;;01/09/25;HAFERAL-BATEN Fran;73.04352;12;906
Flate white;;01/09/25;HAFERAL-BATEN Fran;125.21736;12;906
paper cup - 7OZ-2pcs;;01/09/25;HAFERAL-BATEN Fran;1.73914;2;906
Affogato;;01/09/25;HAFERAL-BATEN Fran;292.17384;24;906
Croissant-Cheese;;01/09/25;HAFERAL-BATEN Fran;39.13045;5;906
* Crunchy;;01/09/25;HAFERAL-BATEN Fran;22.6087;2;906
1k Black Tea - 40GM Box;;01/09/25;HAFERAL-BATEN Fran;0;0;906
Black Huawei;;01/09/25;HAFERAL-BATEN Fran;56.52175;5;906
Chocolate Cake*;;01/09/25;HAFERAL-BATEN Fran;19.13043;1;906
Iced White Mocha;;01/09/25;HAFERAL-BATEN Fran;44.34783;3;906
1k Play Card;;01/09/25;HAFERAL-BATEN Fran;17.3913;1;906
Espresso - Single;;01/09/25;HAFERAL-BATEN Fran;539.1303;62;906
Extra shot Espreso;;01/09/25;HAFERAL-BATEN Fran;13.91304;8;906
san sebastian Cheese Cake;;01/09/25;HAFERAL-BATEN Fran;344.34774;22;906
* ChocoChees bites;;01/09/25;HAFERAL-BATEN Fran;45.2174;4;906
Steam Tea - L;;01/09/25;HAFERAL-BATEN Fran;30.43481;7;906
cappuccino M;;01/09/25;HAFERAL-BATEN Fran;313.0434;30;906
Brewed Coffee 200ml;;01/09/25;HAFERAL-BATEN Fran;176.52173;7;906
cappuccino L;;01/09/25;HAFERAL-BATEN Fran;52.17392;4;906
Hot Chocolate - M;;01/09/25;HAFERAL-BATEN Fran;52.17392;4;906
Thermos cup - 50%OFF - .;;01/09/25;HAFERAL-BATEN Fran;42.6087;1;906
Crunchy;;01/09/25;HAFERAL-BATEN Fran;86.08698;9;906
Today Coffee cold M;;01/09/25;HAFERAL-BATEN Fran;30.4348;5;906
Brewed Coffee 750ml;;01/09/25;HAFERAL-BATEN Fran;84.34783;1;906
* Mini Pancake Chocolate;;01/09/25;HAFERAL-BATEN Fran;156.5217;10;906
Iced V60 coffee;;01/09/25;HAFERAL-BATEN Fran;1057.39104;76;906
Iced Spanish Latte;;01/09/25;HAFERAL-BATEN Fran;546.95657;37;906
Chocolate Cake;;01/09/25;HAFERAL-BATEN Fran;125.21736;8;906
iced Matcha;;01/09/25;HAFERAL-BATEN Fran;428.69569;29;906
French coffee M;;01/09/25;HAFERAL-BATEN Fran;86.08699;11;906
Tea-steam M;;01/09/25;HAFERAL-BATEN Fran;109.5654;42;906
Cold Brew 200gm;;01/09/25;HAFERAL-BATEN Fran;104.3478;6;906
Iced Pistachio Latte;;01/09/25;HAFERAL-BATEN Fran;14.78261;1;906
* 1k Box - L;;01/09/25;HAFERAL-BATEN Fran;48.69565;1;906
karak Tea With Milk;;01/09/25;HAFERAL-BATEN Fran;30.4348;5;906
1k Box - S;;01/09/25;HAFERAL-BATEN Fran;25.21739;1;906
* Cookies crispy;;01/09/25;HAFERAL-BATEN Fran;19.13043;1;906
* san sebastian;;01/09/25;HAFERAL-BATEN Fran;19.13043;1;906
* Iced Spanish Latte;;01/09/25;HAFERAL-BATEN Fran;18.26087;1;906
* Iced Mocha;;01/09/25;HAFERAL-BATEN Fran;14.78261;1;906
1k Mug matt;;01/09/25;HAFERAL-BATEN Fran;21.73913;1;906
juice cup - .;;01/09/25;HAFERAL-BATEN Fran;6.95656;8;906
Turkish Coffee - singl;;01/09/25;HAFERAL-BATEN Fran;532.17412;68;906
Espresso - Double;;01/09/25;HAFERAL-BATEN Fran;323.47818;31;906
Spanish Latte - M;;01/09/25;HAFERAL-BATEN Fran;158.26083;13;906
Milk add;;01/09/25;HAFERAL-BATEN Fran;0;0;906
Americano - L;;01/09/25;HAFERAL-BATEN Fran;0;0;906
Mojito strawberry;;01/09/25;HAFERAL-BATEN Fran;113.0435;10;906
Turkish Coffee - Double;;01/09/25;HAFERAL-BATEN Fran;76.52176;8;906
Lemon-Mint;;01/09/25;HAFERAL-BATEN Fran;52.17392;4;906
* Black Huawei;;01/09/25;HAFERAL-BATEN Fran;13.91304;1;906
Black Coffee - L;;01/09/25;HAFERAL-BATEN Fran;57.39129;11;906
V60 coffee;;01/09/25;HAFERAL-BATEN Fran;36.52173;3;906
Spanish Latte - L;;01/09/25;HAFERAL-BATEN Fran;219.13038;14;906
* Iced V60 coffee;;01/09/25;HAFERAL-BATEN Fran;49.56522;3;906
Tea cup;;01/09/25;HAFERAL-BATEN Fran;60.86962;14;906
chocolate Cookies;;01/09/25;HAFERAL-BATEN Fran;41.73912;6;906
green tea- cub;;01/09/25;HAFERAL-BATEN Fran;43.4783;10;906
Iced KarKade;;01/09/25;HAFERAL-BATEN Fran;198.26082;19;906
cortado;;01/09/25;HAFERAL-BATEN Fran;41.73912;4;906
Iced Tea Peach;;01/09/25;HAFERAL-BATEN Fran;170.43474;14;906
1k Box L;;01/09/25;HAFERAL-BATEN Fran;0;0;906
saudi coffee L;;01/09/25;HAFERAL-BATEN Fran;39.13045;5;906
Frappuccino - caramel;;01/09/25;HAFERAL-BATEN Fran;85.21737;7;906
hazelnuts Add d - .;;01/09/25;HAFERAL-BATEN Fran;10.43478;6;906
Iced Mocha;;01/09/25;HAFERAL-BATEN Fran;109.56519;9;906
Blue Mojito;;01/09/25;HAFERAL-BATEN Fran;79.13045;7;906
Add sauces mix;;01/09/25;HAFERAL-BATEN Fran;3.47826;1;906
Americano M;;01/09/25;HAFERAL-BATEN Fran;39.13045;5;906
Brewed Coffee cup 50ml;;01/09/25;HAFERAL-BATEN Fran;17.3913;2;906
Croissant Plain;;01/09/25;HAFERAL-BATEN Fran;31.30436;4;906
* Blue Huawei;;01/09/25;HAFERAL-BATEN Fran;13.91304;1;906
* Red Huawei;;01/09/25;HAFERAL-BATEN Fran;13.91304;1;906
ADD CHOCOLATE d - .;;01/09/25;Turbaa Fran;55.65216;32;1381
Iced1kCoffee-Original;;01/09/25;Turbaa Fran;266.95647;41;1381
ChocoChees bites;;01/09/25;Turbaa Fran;200.86962;21;1381
Today Coffee M;;01/09/25;Turbaa Fran;566.08728;93;1381
pudding;;01/09/25;Turbaa Fran;499.13031;41;1381
Cookies vanilla;;01/09/25;Turbaa Fran;146.08692;21;1381
Add Pistachio d - .;;01/09/25;Turbaa Fran;5.21739;3;1381
caramel Add d - .;;01/09/25;Turbaa Fran;6.95652;4;1381
muffin chocolate;;01/09/25;Turbaa Fran;70.43481;9;1381
Mini Pancake Cheese&Honey;;01/09/25;Turbaa Fran;104.34784;8;1381
Iced Americano;;01/09/25;Turbaa Fran;52.1739;5;1381
Coffee Latte M;;01/09/25;Turbaa Fran;156.5217;15;1381
iced KarKade - L;;01/09/25;Turbaa Fran;97.39128;7;1381
Fuchsine Crepe;;01/09/25;Turbaa Fran;0;0;1381
Oreo Frappe;;01/09/25;Turbaa Fran;24.34782;2;1381
paper cup - 8oz;;01/09/25;Turbaa Fran;1.73914;2;1381
Cookies crispy;;01/09/25;Turbaa Fran;313.0434;20;1381
Chocolate Mini Pancake;;01/09/25;Turbaa Fran;1669.56544;128;1381
BlackCoffee-M;;01/09/25;Turbaa Fran;230.43501;57;1381
Today Coffee cold L;;01/09/25;Turbaa Fran;2518.26024;362;1381
Add Lotus;;01/09/25;Turbaa Fran;5.21739;3;1381
Iced Coffee latte;;01/09/25;Turbaa Fran;104.34784;8;1381
Macchiato Double;;01/09/25;Turbaa Fran;12.17391;1;1381
Red Huawei;;01/09/25;Turbaa Fran;67.8261;6;1381
iced Spanish latte - L;;01/09/25;Turbaa Fran;20;1;1381
saiphon ceylon tea;;01/09/25;Turbaa Fran;0;0;1381
Affogato;;01/09/25;Turbaa Fran;231.30429;19;1381
Flate white;;01/09/25;Turbaa Fran;125.21736;12;1381
Mineral water 600ml;;01/09/25;Turbaa Fran;319.99992;184;1381
paper cup - 7OZ-2pcs;;01/09/25;Turbaa Fran;6.08699;7;1381
Black coffee XL;;01/09/25;Turbaa Fran;12.17392;2;1381
Iced White Mocha;;01/09/25;Turbaa Fran;369.56525;25;1381
Waffle chocolate;;01/09/25;Turbaa Fran;200;10;1381
Black Huawei;;01/09/25;Turbaa Fran;11.30435;1;1381
ADD Mojito Mix;;01/09/25;Turbaa Fran;0;0;1381
Croissant-Cheese;;01/09/25;Turbaa Fran;46.95654;6;1381
cappuccino M;;01/09/25;Turbaa Fran;1387.82574;133;1381
cappuccino L;;01/09/25;Turbaa Fran;273.91308;21;1381
Moroccan Tea - cup;;01/09/25;Turbaa Fran;30.43481;7;1381
Espresso - Single;;01/09/25;Turbaa Fran;626.0868;72;1381
san sebastian Cheese Cake;;01/09/25;Turbaa Fran;641.73897;41;1381
Today Coffee cold M;;01/09/25;Turbaa Fran;505.21768;83;1381
Crunchy;;01/09/25;Turbaa Fran;277.39138;29;1381
Today Coffee L;;01/09/25;Turbaa Fran;285.21732;41;1381
Brewed Coffee 200ml;;01/09/25;Turbaa Fran;327.82607;13;1381
Extra shot Espreso;;01/09/25;Turbaa Fran;38.26086;22;1381
Hot Chocolate - M;;01/09/25;Turbaa Fran;52.17392;4;1381
كريمة;;01/09/25;Turbaa Fran;3.47826;2;1381
Steam Tea - L;;01/09/25;Turbaa Fran;13.04349;3;1381
Brewed Coffee 750ml;;01/09/25;Turbaa Fran;84.34783;1;1381
iced Matcha;;01/09/25;Turbaa Fran;916.52182;62;1381
French coffee M;;01/09/25;Turbaa Fran;172.17398;22;1381
Iced Spanish Latte;;01/09/25;Turbaa Fran;946.08704;64;1381
Iced Pistachio Latte;;01/09/25;Turbaa Fran;147.8261;10;1381
Tea-steam M;;01/09/25;Turbaa Fran;206.0873;79;1381
Iced V60 coffee;;01/09/25;Turbaa Fran;932.17368;67;1381
Cold Brew 200gm;;01/09/25;Turbaa Fran;313.0434;18;1381
1k Mug matt;;01/09/25;Turbaa Fran;130.43478;6;1381
karak Tea With Milk;;01/09/25;Turbaa Fran;30.4348;5;1381
Chocolate Cake;;01/09/25;Turbaa Fran;109.56519;7;1381
1k Box - S;;01/09/25;Turbaa Fran;100.86956;4;1381
juice cup - .;;01/09/25;Turbaa Fran;0.86957;1;1381
Chocolate sauce box;;01/09/25;Turbaa Fran;5.21739;1;1381
Espresso - Double;;01/09/25;Turbaa Fran;438.26076;42;1381
Turkish Coffee - singl;;01/09/25;Turbaa Fran;54.78263;7;1381
Mojito strawberry;;01/09/25;Turbaa Fran;169.56525;15;1381
Spanish Latte - M;;01/09/25;Turbaa Fran;170.43474;14;1381
Milk add;;01/09/25;Turbaa Fran;1.73913;1;1381
sahlab with nuts;;01/09/25;Turbaa Fran;10.43478;1;1381
Americano - L;;01/09/25;Turbaa Fran;20.86956;2;1381
Iced KarKade;;01/09/25;Turbaa Fran;834.7824;80;1381
Iced Tea Peach;;01/09/25;Turbaa Fran;194.78256;16;1381
chocolate Cookies;;01/09/25;Turbaa Fran;333.91296;48;1381
Turkish Coffee - Double;;01/09/25;Turbaa Fran;162.60874;17;1381
Mini Waffle;;01/09/25;Turbaa Fran;404.34788;31;1381
green tea- cub;;01/09/25;Turbaa Fran;8.69566;2;1381
1k Box L;;01/09/25;Turbaa Fran;42.6087;1;1381
Black Coffee - L;;01/09/25;Turbaa Fran;83.47824;16;1381
V60 coffee;;01/09/25;Turbaa Fran;73.04346;6;1381
cortado;;01/09/25;Turbaa Fran;62.60868;6;1381
Granola;;01/09/25;Turbaa Fran;12.17391;1;1381
Spanish Latte - L;;01/09/25;Turbaa Fran;62.60868;4;1381
1k Mug glossy;;01/09/25;Turbaa Fran;21.73913;1;1381
Tea cup;;01/09/25;Turbaa Fran;13.04349;3;1381
Lemon-Mint;;01/09/25;Turbaa Fran;13.04348;1;1381
Iced Mocha;;01/09/25;Turbaa Fran;511.30422;42;1381
saudi coffee L;;01/09/25;Turbaa Fran;39.13045;5;1381
Brewed Coffee cup 50ml;;01/09/25;Turbaa Fran;182.60865;21;1381
hazelnuts Add d - .;;01/09/25;Turbaa Fran;10.43478;6;1381
American1k- 250gm - .;;01/09/25;Turbaa Fran;57.39129;3;1381
Blue Mojito;;01/09/25;Turbaa Fran;282.60875;25;1381
Add sauces mix;;01/09/25;Turbaa Fran;10.43478;3;1381
Frappuccino - caramel;;01/09/25;Turbaa Fran;121.7391;10;1381
Macchiato;;01/09/25;Turbaa Fran;52.1739;5;1381
BreakFast miniPan Cake+v60 Hot;;01/09/25;Turbaa Fran;24.34783;1;1381
Croissant Plain;;01/09/25;Turbaa Fran;15.65218;2;1381
Box filter special coffee / Ethiobian;;01/09/25;Turbaa Fran;21.73913;1;1381
Americano M;;01/09/25;Turbaa Fran;31.30436;4;1381
Iced1kCoffee-Original;;01/09/25;SHARORA Fran;11427.82326;1648;5484
Add Pistachio d - .;;01/09/25;SHARORA Fran;142.60866;82;5484
ADD CHOCOLATE d - .;;01/09/25;SHARORA Fran;186.08691;107;5484
paper cup - 8oz;;01/09/25;SHARORA Fran;36.52194;42;5484
Iced Americano;;01/09/25;SHARORA Fran;605.21724;58;5484
Coffee Latte M;;01/09/25;SHARORA Fran;521.739;50;5484
Cookies vanilla;;01/09/25;SHARORA Fran;570.43464;82;5484
Today Coffee M;;01/09/25;SHARORA Fran;97.39136;16;5484
ChocoChees bites;;01/09/25;SHARORA Fran;985.21766;103;5484
pudding;;01/09/25;SHARORA Fran;401.73903;33;5484
vanilla ICE CREAM add d;;01/09/25;SHARORA Fran;67.82607;39;5484
Fuchsine Crepe;;01/09/25;SHARORA Fran;660;33;5484
Oreo Frappe;;01/09/25;SHARORA Fran;182.60865;15;5484
muffin chocolate;;01/09/25;SHARORA Fran;172.17398;22;5484
caramel Add d - .;;01/09/25;SHARORA Fran;19.13043;11;5484
iced KarKade - L;;01/09/25;SHARORA Fran;514.78248;37;5484
classic Mojito;;01/09/25;SHARORA Fran;282.60875;25;5484
Mini Pancake Cheese&Honey;;01/09/25;SHARORA Fran;26.08696;2;5484
Red Huawei;;01/09/25;SHARORA Fran;226.087;20;5484
Today Coffee cold L;;01/09/25;SHARORA Fran;2483.47764;357;5484
BlackCoffee-M;;01/09/25;SHARORA Fran;2916.52486;770;5484
Chocolate Mini Pancake;;01/09/25;SHARORA Fran;5295.65288;406;5484
Cookies crispy;;01/09/25;SHARORA Fran;1095.6519;70;5484
Saudi coffee Bag 500gm;;01/09/25;SHARORA Fran;93.91305;3;5484
Add Lotus;;01/09/25;SHARORA Fran;137.39127;79;5484
Iced Coffee latte;;01/09/25;SHARORA Fran;286.95656;22;5484
iced Spanish latte - L;;01/09/25;SHARORA Fran;120;6;5484
Macchiato Double;;01/09/25;SHARORA Fran;109.56519;9;5484
Box filter special coffee / clomibia;;01/09/25;SHARORA Fran;108.69565;5;5484
Blue Huawei;;01/09/25;SHARORA Fran;0;0;5484
* Iced black Coffee;;01/09/25;SHARORA Fran;0;0;5484
saiphon ceylon tea;;01/09/25;SHARORA Fran;0;0;5484
* Today Coffee L;;01/09/25;SHARORA Fran;0;0;5484
